User ID,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Electricity_Bill,Water_Bill,Gas_Bill,Internet_Bill,Total_Utility_Cost,Followers,Posts,avg_sentiment_last_month,positive_post_ratio,negative_post_ratio,neutral_post_ratio,sentiment_volatility,Groceries,Entertainment,Healthcare,Transportation,Savings,Total_Expenditure,Risk
431,29,male,3,own,little,moderate,11328,24,vacation/others,3414,1547,2883,1988,9832,5981,112,-0.780527603,0.70772135,0.42995762,-0.13767897,0.51466024,6153,3128,1611,4666,4539,20097,bad
432,36,male,3,free,little,little,1872,6,furniture/equipment,4452,1293,682,1501,7928,6765,282,0.095918978,0.062203226,0.830949171,0.106847603,0.989956487,7358,7280,4031,6326,12970,37965,good
433,33,male,2,own,little,NA,2058,24,repairs,1095,1735,1886,1641,6357,2949,23,-0.091245331,0.147303044,0.119891093,0.732805862,0.534908868,3245,3589,2516,5893,14304,29547,good
434,25,male,2,own,little,little,2136,9,furniture/equipment,1228,871,1830,2107,6036,7490,168,0.688714165,0.007841591,0.734925847,0.257232562,0.988206351,8405,6251,1850,4995,1489,22990,good
435,25,male,2,own,NA,moderate,1484,12,radio/TV,1865,634,487,1983,4969,7005,161,-0.803834838,0.63092179,0.531454914,-0.162376704,0.779112425,4310,1064,4622,6674,12467,29137,bad
436,23,male,1,rent,quite rich,NA,660,6,repairs,4992,1545,1467,1113,9117,2589,492,-0.023517726,0.447673425,0.287945343,0.264381232,0.323744396,2022,3764,2854,1844,7472,17956,good
437,37,female,2,own,rich,NA,1287,24,car,1198,336,860,2081,4475,9923,117,-0.699902671,0.134274851,0.492819585,0.372905565,0.584555481,6683,3990,4850,1447,1790,18760,good
438,65,male,0,own,little,little,3394,42,repairs,895,1288,2725,1798,6706,9307,197,-0.350648146,0.957934121,0.29994207,-0.257876191,0.992922076,7244,2422,2060,6017,14376,32119,good
439,26,female,0,own,little,rich,609,12,business,4671,577,2868,2078,10194,9640,310,0.474714155,0.529659724,0.596081955,-0.125741679,0.871777547,7839,7012,829,6879,1515,24074,bad
440,39,male,3,own,little,NA,1884,12,car,4860,1519,2124,2307,10810,4711,107,-0.047963741,0.241893294,0.433843923,0.324262783,0.187630204,2492,1793,2246,6019,6137,18687,good
441,30,female,2,own,little,little,1620,12,furniture/equipment,3002,1215,1776,2494,8487,2939,140,-0.24822343,0.500603571,0.164405529,0.3349909,0.735734797,5989,6822,2653,1240,8078,24782,good
442,29,male,2,own,little,moderate,2629,20,vacation/others,2319,783,914,1609,5625,8627,302,-0.211047443,0.679620333,0.116583075,0.203796593,0.411021627,6428,4668,919,1025,7588,20628,good
443,41,male,1,own,little,NA,719,12,education,1217,1565,1102,887,4771,5978,180,-0.081106463,0.076239218,0.546695682,0.3770651,0.106284036,6165,4711,3994,1305,2360,18535,bad
444,30,female,3,own,little,moderate,5096,48,furniture/equipment,3282,1647,2053,2408,9390,9187,433,0.570033088,0.274703815,0.902413033,-0.177116848,0.463132872,7105,1593,3682,4427,3995,20802,bad
445,41,female,1,rent,NA,NA,1244,9,education,4077,1030,2466,2013,9586,6403,483,0.784169378,0.806965491,0.343957687,-0.150923177,0.31127898,3932,5187,3838,5450,11974,30381,good
446,34,female,2,own,little,little,1842,36,car,643,491,422,744,2300,951,192,0.910669373,0.45966487,0.733000107,-0.192664978,0.836982343,9122,2189,1932,6155,5114,24512,bad
447,35,male,2,own,little,moderate,2576,7,radio/TV,3640,1340,2860,2296,10136,1787,480,0.573806773,0.546577142,0.658661355,-0.205238497,0.403597548,8835,1207,3147,4669,13740,31598,good
448,55,female,3,own,NA,rich,1424,12,furniture/equipment,4991,823,1453,782,8049,6933,373,-0.369186209,0.432816002,0.931554914,-0.364370917,0.844771325,8714,5778,2010,4987,10671,32160,good
449,61,male,2,own,rich,moderate,1512,15,repairs,3438,1217,2230,1846,8731,2527,48,0.376269412,0.043899943,0.820981017,0.13511904,0.100538145,7463,2327,2744,5793,6956,25283,bad
450,30,male,3,own,NA,NA,11054,36,car,4136,700,2555,1057,8448,9860,24,-0.124793752,0.16574978,0.566605259,0.267644961,0.377037235,6115,6604,4596,6629,3939,27883,good
451,29,female,2,own,little,NA,518,6,radio/TV,3722,1185,1704,2251,8862,4100,385,-0.490658756,0.445541639,0.657030498,-0.102572137,0.317048693,5101,2952,1245,1664,6298,17260,good
452,34,male,2,own,little,NA,2759,12,furniture/equipment,1667,1004,1534,1789,5994,5152,13,0.681743159,0.209185465,0.898386467,-0.107571932,0.310210625,7645,2187,1995,6134,4721,22682,good
453,35,male,3,own,little,NA,2670,24,car,3116,321,2583,1635,7655,2838,358,-0.923147302,0.049979029,0.399518785,0.550502187,0.161367958,5939,2385,3082,5498,11017,27921,good
454,31,male,2,own,little,little,4817,24,car,1562,773,761,2380,5476,5832,479,0.803523984,0.843649664,0.326794706,-0.17044437,0.268411843,3543,5295,4535,3042,9234,25649,bad
455,29,female,3,own,little,NA,2679,24,car,2656,1443,2576,1074,7749,5487,418,-0.077045071,0.981192529,0.010811084,0.007996387,0.599994613,7637,7374,1261,2904,10262,29438,good
456,36,male,2,rent,little,little,3905,11,car,3482,509,2299,861,7151,8102,406,0.274402954,0.793142874,0.826551074,-0.619693948,0.362224966,8451,5912,2767,3634,4805,25569,good
457,35,male,2,free,little,little,3386,12,car,3794,605,1684,2469,8552,5636,219,0.318707844,0.853784922,0.8009807,-0.654765622,0.475655304,6108,2195,2658,3696,1841,16498,bad
458,27,female,2,own,little,little,343,6,domestic appliances,1656,1593,914,2103,6266,4013,170,0.790235481,0.24197713,0.104454518,0.653568352,0.439180192,5835,2649,4128,2051,5478,20141,good
459,32,male,2,own,little,NA,4594,18,radio/TV,1232,1003,848,2379,5462,1166,25,0.273339364,0.960626976,0.576857381,-0.537484357,0.888314432,8277,4414,4731,5273,4265,26960,good
460,37,male,2,own,little,little,3620,36,furniture/equipment,4830,986,2323,2081,10220,7823,435,0.22786717,0.196925704,0.463981698,0.339092597,0.914769099,7364,5657,3898,3803,3500,24222,good
461,36,male,2,own,little,little,1721,15,car,1453,584,1906,1911,5854,4480,117,-0.866695919,0.95142981,0.118709096,-0.070138906,0.543661274,5445,1001,1580,1086,2764,11876,good
462,34,female,3,rent,little,moderate,3017,12,furniture/equipment,3039,1015,1647,1021,6722,4207,391,0.036816044,0.994819294,0.980568227,-0.975387521,0.397140355,2722,4836,872,2880,1071,12381,good
463,38,male,2,own,NA,moderate,754,12,education,3824,1999,2255,1149,9227,5826,459,-0.699661998,0.711722806,0.214695887,0.073581307,0.196120634,7221,2973,2728,6436,8356,27714,good
464,34,male,2,own,little,NA,1950,18,business,3801,1062,1273,2197,8333,3473,320,0.474867537,0.981143732,0.06723418,-0.048377912,0.958062591,7375,2878,520,3800,6390,20963,good
465,63,male,2,own,little,little,2924,24,car,2042,1550,2920,1736,8248,9045,236,0.024443842,0.56953978,0.59484738,-0.164387159,0.15420425,7146,7935,1373,3009,12959,32422,good
466,29,female,1,rent,little,little,1659,24,radio/TV,1691,1247,1828,883,5649,2182,179,0.360455558,0.259541783,0.738866677,0.00159154,0.36788525,9620,5017,4242,3728,13927,36534,bad
467,32,male,2,own,NA,NA,7238,48,radio/TV,3493,680,2749,810,7732,9067,43,-0.916654199,0.436995886,0.032443446,0.530560668,0.368259581,5436,2602,3534,4600,6662,22834,good
468,26,female,2,own,little,NA,2764,33,business,3181,759,2678,1207,7825,6848,423,-0.830415968,0.593560935,0.658717639,-0.252278574,0.388361158,8150,1218,2490,6168,8684,26710,good
469,35,male,1,own,little,NA,4679,24,car,1717,1330,2154,2013,7214,9917,260,0.432646776,0.073081562,0.532291876,0.394626562,0.247858159,5798,1055,2397,4771,6539,20560,good
470,22,male,2,rent,moderate,moderate,3092,24,radio/TV,2040,328,1322,994,4684,517,256,-0.855831328,0.622343265,0.103265009,0.274391727,0.804845288,9846,4774,4687,1561,9422,30290,bad
471,23,female,2,own,little,little,448,6,education,3736,1206,2559,2174,9675,8406,278,-0.857486544,0.981177837,0.172523877,-0.153701714,0.210248076,9455,3779,4740,4140,2155,24269,bad
472,28,male,1,own,little,little,654,9,car,2886,1356,1436,1603,7281,8908,150,-0.97578305,0.19010765,0.567974297,0.241918053,0.671415993,4646,4320,2369,5914,12312,29561,bad
473,36,male,3,own,NA,NA,1238,6,education,4219,1969,1816,1938,9942,4074,283,0.913002797,0.792595116,0.296357614,-0.08895273,0.211461424,9537,6847,2463,1638,11077,31562,good
474,33,male,2,own,little,moderate,1245,18,radio/TV,1888,1178,2947,1673,7686,3367,425,0.475016719,0.907898794,0.938315729,-0.846214522,0.163482074,9503,7171,1048,1572,5467,24761,bad
475,26,female,2,rent,little,little,3114,18,furniture/equipment,2356,378,2681,1331,6746,925,105,-0.293497183,0.943701593,0.818740229,-0.762441822,0.918486553,2270,7134,4711,6887,12012,33014,bad
476,24,male,2,own,quite rich,NA,2569,39,car,1865,1246,713,2290,6114,7768,236,-0.406928837,0.960135604,0.983567207,-0.943702811,0.27111589,3702,1048,3341,5216,10582,23889,good
477,25,male,2,own,little,rich,5152,24,radio/TV,999,758,2656,1750,6163,5845,388,-0.300593541,0.521459639,0.259670839,0.218869522,0.839125139,3621,4885,913,1121,11354,21894,good
478,39,male,1,own,moderate,moderate,1037,12,business,2180,869,2397,2353,7799,9808,48,0.549307062,0.977307908,0.969723633,-0.947031541,0.590167784,7066,4957,4589,6359,11785,34756,good
479,44,male,2,own,little,little,1478,15,furniture/equipment,1010,1861,1437,1432,5740,512,311,0.322741222,0.757310207,0.43123387,-0.188544077,0.170070868,2390,3338,4961,6378,13909,30976,good
480,23,female,1,own,little,moderate,3573,12,radio/TV,4812,1805,2056,1954,10627,7643,38,-0.629608864,0.161671436,0.347518795,0.490809768,0.959903372,4602,4463,1585,2509,8040,21199,good
481,26,male,2,own,little,moderate,1201,24,car,1824,1753,2178,2288,8043,7687,455,-0.651781329,0.476900106,0.050349527,0.472750367,0.32226505,4366,6329,3300,6867,5385,26247,good
482,57,female,2,rent,rich,little,3622,30,furniture/equipment,1655,1037,1414,1020,5126,828,486,-0.803208701,0.718331175,0.052765258,0.228903567,0.873680811,6218,7349,4630,5672,6826,30695,good
483,30,female,2,own,rich,NA,960,15,furniture/equipment,2327,1608,1493,1612,7040,7264,327,0.320605439,0.247340316,0.692011256,0.060648428,0.251929005,5166,2021,1054,5775,7380,21396,good
484,44,male,2,own,quite rich,NA,1163,12,car,3641,815,1524,1956,7936,8967,254,0.528745324,0.640615184,0.457928994,-0.098544178,0.868548594,8068,5100,4972,2228,12201,32569,good
485,47,male,3,own,little,moderate,1209,6,car,3986,1422,1097,2393,8898,6088,245,-0.469907143,0.666600479,0.226521626,0.106877895,0.111905932,7491,1776,2943,3816,8354,24380,bad
486,52,male,2,own,little,NA,3077,12,radio/TV,2310,696,2579,1136,6721,2604,194,-0.958110078,0.162699744,0.613970306,0.22332995,0.560602411,7746,7361,4608,6771,7208,33694,good
487,62,female,2,free,little,NA,3757,24,car,3423,1812,1804,1480,8519,3067,281,-0.835656665,0.565085312,0.252858118,0.182056569,0.792498321,7833,1979,3689,4096,7070,24667,good
488,35,male,1,rent,moderate,NA,1418,10,car,2714,338,1555,2256,6863,2886,449,0.93572007,0.771626911,0.577631754,-0.349258665,0.941315966,9307,4200,2807,6769,10375,33458,good
489,26,male,2,rent,little,NA,3518,6,car,4686,1594,1443,2126,9849,1222,245,-0.409110445,0.498895665,0.359208747,0.141895588,0.918281923,4928,7783,4802,2803,13972,34288,good
490,26,male,2,own,little,NA,1934,12,radio/TV,1213,1186,2329,1776,6504,4179,248,0.538446296,0.012103117,0.823552227,0.164344657,0.837662383,6893,1502,2760,3558,5673,20386,good
491,42,female,3,free,little,moderate,8318,27,business,4102,1096,2983,2036,10217,1671,386,0.249327138,0.009038469,0.820696161,0.17026537,0.899372215,8718,1213,4499,2745,5856,23031,bad
492,27,female,2,own,moderate,NA,1237,6,radio/TV,4634,456,1413,2004,8507,5173,275,-0.236120721,0.357029344,0.477350398,0.165620258,0.279297717,3831,3747,3205,2922,10877,24582,good
493,38,male,2,own,NA,moderate,368,6,radio/TV,4022,1398,626,1425,7471,5204,423,-0.588625476,0.926194068,0.350819109,-0.277013178,0.355765866,6104,6362,1707,6987,12842,34002,good
494,39,male,1,rent,little,little,2122,12,car,4768,1183,2228,730,8909,2243,418,-0.757227164,0.22867678,0.362559797,0.408763424,0.360071672,3139,2339,4319,3978,3003,16778,good
495,20,male,2,own,NA,little,2996,24,furniture/equipment,1743,1453,1892,1036,6124,9979,368,0.230025936,0.634363689,0.805714526,-0.440078215,0.439348538,5514,7648,3829,4230,1821,23042,bad
496,29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,4209,1273,1221,882,7585,6906,349,0.549267561,0.222075871,0.328179483,0.449744647,0.453988603,8644,5041,2212,2918,5670,24485,bad
497,40,male,2,own,little,NA,1585,24,furniture/equipment,1581,1407,2423,1746,7157,7457,398,0.287808507,0.32166999,0.209059374,0.469270637,0.590099792,5835,2666,2064,4985,4773,20323,good
498,32,male,1,own,little,moderate,1301,18,radio/TV,955,1345,1270,1243,4813,3540,74,0.060604266,0.84804209,0.084688342,0.067269569,0.243891787,6561,5000,4102,6413,13386,35462,good
499,28,male,2,own,moderate,rich,1323,6,car,1394,1782,2852,2169,8197,3866,487,-0.916097553,0.728861442,0.466693121,-0.195554563,0.722121997,4754,6705,3487,4591,7937,27474,good
500,27,female,2,own,little,little,3123,24,car,1884,1862,2649,1797,8192,5744,186,0.936977555,0.095399277,0.482132099,0.422468624,0.250809885,4220,2788,738,3547,12477,23770,bad
501,42,male,2,free,little,little,5493,36,car,2458,1148,2485,1733,7824,3014,12,0.597428383,0.428702021,0.84090871,-0.269610731,0.379277634,8832,1083,3309,1539,7257,22020,good
502,49,male,2,own,moderate,rich,1126,9,radio/TV,3572,1705,2195,2207,9679,5068,438,-0.414355927,0.029169764,0.221238696,0.74959154,0.553010618,2023,7381,2344,6858,6709,25315,good
503,38,male,2,own,moderate,moderate,1216,24,radio/TV,2496,1047,587,2179,6309,6017,151,0.959940659,0.480890147,0.380991274,0.13811858,0.816796505,6245,5264,1833,2961,6740,23043,bad
504,24,female,2,rent,little,little,1207,24,car,4785,1763,1480,2289,10317,8887,385,0.203763179,0.662434012,0.808405739,-0.470839751,0.76552231,5299,3705,738,3542,4985,18269,bad
505,27,male,1,own,NA,NA,1309,10,car,1004,1927,1340,2287,6558,828,167,0.164845316,0.118502624,0.823623611,0.057873766,0.680980921,2499,6546,4798,6997,14621,35461,bad
506,36,male,2,own,quite rich,rich,2360,15,car,1714,1288,2720,1359,7081,1465,333,0.496146359,0.288884939,0.384611076,0.326503985,0.240195935,7844,7978,3547,5920,11601,36890,good
507,34,male,3,own,moderate,moderate,6850,15,car,2031,320,2963,859,6173,4592,155,0.623539576,0.397836626,0.459124023,0.143039351,0.592340811,7051,3938,4338,6929,5651,27907,bad
508,28,male,2,own,little,NA,1413,24,radio/TV,3940,602,925,1737,7204,798,455,0.312957215,0.919531025,0.303285891,-0.222816916,0.178701852,7484,7953,3122,4005,14929,37493,good
509,45,male,3,own,moderate,NA,8588,39,car,1323,1168,735,1901,5127,7286,302,-0.743808507,0.993255015,0.932554878,-0.925809894,0.439626859,3367,2593,3750,4751,14435,28896,good
510,26,male,2,own,little,little,759,12,car,1428,383,1478,1111,4400,495,162,-0.323464988,0.044911299,0.118643766,0.836444935,0.472164877,8667,2546,3374,5911,11336,31834,bad
511,32,male,3,free,little,NA,4686,36,car,633,1982,2947,1711,7273,7500,441,0.856167281,0.761007923,0.933749423,-0.694757346,0.135830296,8430,2562,3849,4371,6438,25650,good
512,26,male,2,rent,little,rich,2687,15,business,2605,1776,2983,752,8116,8182,202,-0.550768776,0.371724066,0.683866452,-0.055590518,0.34658929,9366,6715,4451,5717,5988,32237,good
513,20,male,2,rent,little,moderate,585,12,radio/TV,4127,1710,561,1107,7505,4271,446,-0.255665952,0.392458186,0.531572153,0.075969661,0.960084521,4048,5047,3980,3501,6815,23391,good
514,54,male,2,own,NA,NA,2255,24,car,2352,1830,993,1546,6721,4460,472,-0.135846234,0.754264973,0.032659061,0.213075966,0.958269347,7878,2214,2636,2493,14146,29367,good
515,37,female,2,own,little,little,609,6,car,4675,1580,2338,1745,10338,2602,82,-0.121190021,0.918426432,0.475596192,-0.394022624,0.417094349,3845,4605,4180,3597,14902,31129,good
516,40,male,1,own,little,little,1361,6,car,3433,869,2606,1753,8661,817,408,0.225879165,0.950928595,0.407748105,-0.3586767,0.138790098,9487,4520,4121,2816,8939,29883,good
517,23,female,2,rent,little,NA,7127,36,furniture/equipment,3784,1233,459,1402,6878,2882,314,0.886151675,0.577122586,0.161218812,0.261658602,0.261185445,7888,2356,1955,6922,6219,25340,bad
518,43,male,2,own,moderate,little,1203,6,car,4798,1850,2301,959,9908,5046,386,-0.518614576,0.357121159,0.656409604,-0.013530763,0.452996014,4012,6680,2508,3357,1859,18416,good
519,36,male,2,free,NA,NA,700,6,radio/TV,3311,1485,2658,1928,9382,5586,353,-0.756997247,0.787549086,0.971150907,-0.758699993,0.953001728,3708,2868,3016,3449,2626,15667,good
520,44,male,2,free,little,NA,5507,24,repairs,1750,1486,805,1782,5823,8435,461,-0.60505902,0.251001383,0.562188811,0.186809806,0.227079157,6016,4717,2453,1606,1413,16205,good
521,24,female,2,own,little,little,3190,18,radio/TV,4012,1308,1063,2194,8577,5080,149,0.7738498,0.564074029,0.714753276,-0.278827305,0.787164259,2325,4102,4212,2045,11143,23827,bad
522,53,male,2,free,little,little,7119,48,furniture/equipment,1756,1092,1532,1475,5855,7366,196,0.291621625,0.358578462,0.068450453,0.572971086,0.197814285,6469,7967,1775,3484,2790,22485,bad
523,23,female,2,own,moderate,NA,3488,24,car,3876,1091,1499,2189,8655,4591,302,-0.428186422,0.656631074,0.417666996,-0.07429807,0.98313182,8927,3733,4235,5792,13769,36456,good
524,26,female,1,own,little,moderate,1113,18,radio/TV,3986,1847,941,1735,8509,7292,70,0.631893878,0.240398913,0.116358485,0.643242602,0.443454849,7656,2911,2540,6940,14170,34217,good
525,30,male,2,own,little,moderate,7966,26,car,4084,1594,1737,2354,9769,5688,494,0.722739993,0.191592946,0.612795836,0.195611219,0.797711085,2912,3455,992,3338,1522,12219,good
526,31,female,2,own,moderate,NA,1532,15,education,1896,791,1397,2013,6097,7751,436,0.693028677,0.918239087,0.938482158,-0.856721245,0.408331975,8854,1235,4049,6626,4800,25564,good
527,42,male,1,own,little,NA,1503,4,radio/TV,4137,507,1540,1549,7733,3736,389,0.837853067,0.101803683,0.661777732,0.236418585,0.664901989,7763,6159,1624,4843,1477,21866,good
528,31,male,2,rent,little,little,2302,36,radio/TV,3830,1862,1267,2483,9442,1267,207,-0.49551796,0.505957908,0.076803048,0.417239044,0.272814476,3113,5565,4718,3615,12770,29781,bad
529,41,male,1,own,little,little,662,6,car,3203,1907,2466,1053,8629,1162,304,0.510083857,0.220852783,0.354666205,0.424481012,0.231418917,3658,6935,3035,2200,10558,26386,good
530,32,male,2,own,little,moderate,2273,36,education,970,1383,831,2362,5546,2256,449,-0.078921005,0.038929963,0.550663379,0.410406657,0.944257726,4435,2914,2772,6263,12838,29222,good
531,28,female,2,rent,moderate,moderate,2631,15,car,1853,729,1139,1798,5519,7960,328,0.683997106,0.036018818,0.403207756,0.560773426,0.92588255,6606,4962,1989,1838,1413,16808,bad
532,41,male,2,rent,little,NA,1503,12,car,3283,1284,1773,1572,7912,5261,311,0.456981354,0.175221772,0.83364401,-0.008865783,0.898722046,5431,7698,746,2322,9073,25270,good
533,26,male,2,own,moderate,NA,1311,24,radio/TV,3331,1980,582,2439,8332,5405,353,0.552894893,0.866770355,0.814671005,-0.681441359,0.662890105,8229,2174,1952,3164,7724,23243,good
534,25,male,2,own,NA,NA,3105,24,radio/TV,857,1928,2560,2284,7629,6641,20,0.312323675,0.282478744,0.61183102,0.105690236,0.82744139,7269,1203,4048,3339,14247,30106,good
535,33,male,2,rent,little,rich,2319,21,education,3519,1632,1606,2314,9071,4829,71,-0.645142461,0.950459171,0.373457945,-0.323917116,0.162133243,4829,6604,3367,2231,1946,18977,bad
536,75,female,3,own,NA,little,1374,6,car,1167,819,2928,2164,7078,9448,342,0.090053838,0.581622293,0.255336374,0.163041333,0.401310138,9546,4264,4902,6543,2619,27874,good
537,37,female,2,own,little,moderate,3612,18,furniture/equipment,4968,890,1569,1690,9117,7430,235,0.969339479,0.43661419,0.105874318,0.457511492,0.382332812,2607,3684,2174,2583,13696,24744,good
538,42,male,3,free,little,little,7763,48,car,1645,1350,1230,1964,6189,5434,162,0.874776133,0.580088835,0.354897683,0.065013482,0.67208079,9922,3754,1089,6139,3986,24890,bad
539,45,female,1,own,little,rich,3049,18,furniture/equipment,4685,1885,2051,1717,10338,9024,208,-0.913652528,0.516698385,0.413172517,0.070129098,0.420361996,2614,4296,3027,3022,4936,17895,good
540,23,male,2,rent,little,moderate,1534,12,radio/TV,4219,498,1536,1877,8130,4430,61,-0.670370369,0.758776254,0.675822925,-0.434599179,0.233656103,2752,5491,1517,2221,3505,15486,bad
541,60,male,2,free,little,NA,2032,24,car,3245,686,875,1819,6625,8110,269,-0.736542453,0.282496066,0.658159824,0.05934411,0.636820368,5378,4767,2734,1963,1274,16116,good
542,31,male,2,own,NA,little,6350,30,furniture/equipment,1039,648,1726,2449,5862,6901,68,0.45195982,0.353050392,0.07010814,0.576841469,0.832945529,6760,6886,4881,3996,13999,36522,bad
543,34,male,1,own,little,rich,2864,18,furniture/equipment,3279,1259,1370,993,6901,4946,81,0.63557066,0.894094303,0.395259315,-0.289353618,0.443911145,8162,7653,2198,2159,11850,32022,bad
544,61,male,1,own,little,NA,1255,12,car,4636,992,1419,908,7955,6831,157,-0.572977267,0.946456513,0.181778867,-0.12823538,0.219041844,3771,3414,1413,4578,3690,16866,good
545,43,male,2,free,little,little,1333,24,car,4275,1859,1541,2066,9741,7341,358,0.011705386,0.892558227,0.156812705,-0.049370933,0.277019378,6170,3262,3169,5752,4685,23038,bad
546,37,female,2,own,little,NA,2022,24,car,3008,677,2236,1811,7732,1053,72,0.681406056,0.419447994,0.82730215,-0.246750144,0.313734975,8718,7739,4467,2305,10555,33784,good
547,32,male,2,own,little,NA,1552,24,radio/TV,3279,1198,560,1517,6554,2639,319,0.46560309,0.780365503,0.041915217,0.17771928,0.369907834,4278,3350,2178,2423,7303,19532,good
548,24,female,1,own,little,little,626,12,radio/TV,1424,1215,2848,2499,7986,7156,382,0.084474411,0.476335733,0.419182876,0.104481391,0.678515563,9454,7304,2834,5821,11588,37001,bad
549,35,male,2,free,NA,NA,8858,48,car,3456,1881,597,1089,7023,1642,252,0.180695381,0.497539852,0.168203656,0.334256492,0.640850936,7341,3054,4426,3356,7670,25847,good
550,23,female,2,own,NA,NA,996,12,repairs,2081,826,1683,1024,5614,5393,375,0.016721094,0.204680109,0.879330216,-0.084010325,0.726471875,7970,6316,3767,4197,8290,30540,good
551,45,male,1,own,quite rich,NA,1750,6,radio/TV,3824,1476,1059,1639,7998,1291,339,-0.404903097,0.591130303,0.557040513,-0.148170817,0.426251786,6016,1201,1905,5675,7276,22073,good
552,34,male,2,own,little,little,6999,48,radio/TV,4985,1033,2175,1588,9781,6413,116,0.130043986,0.186135898,0.231380636,0.582483466,0.841597887,2948,3459,1123,1671,11701,20902,bad
553,27,male,2,own,moderate,moderate,1995,12,car,755,505,1470,1880,4610,7038,235,0.377770604,0.331564699,0.502427287,0.166008014,0.283678895,8549,6358,2979,1526,13001,32413,good
554,67,female,3,own,little,moderate,1199,9,education,2338,754,2410,1367,6869,2781,322,0.746645832,0.855030202,0.73148636,-0.586516561,0.522136673,3391,7811,3874,4554,4150,23780,good
555,22,male,2,own,little,moderate,1331,12,radio/TV,2444,1596,798,2374,7212,9509,227,0.272582708,0.207075809,0.958118009,-0.165193818,0.820844849,7891,3510,2052,6892,9703,30048,bad
556,28,female,2,own,moderate,moderate,2278,18,car,509,1559,2133,1332,5533,1640,434,0.522243074,0.071158285,0.220446004,0.708395711,0.262142783,8169,7653,878,3791,11759,32250,bad
557,29,female,2,own,NA,NA,5003,21,car,3371,820,1982,1276,7449,6272,250,-0.67985673,0.069007593,0.886181772,0.044810635,0.198876802,5188,1591,1826,6912,7440,22957,bad
558,27,male,2,own,little,little,3552,24,furniture/equipment,1297,1316,2525,2342,7480,5641,268,-0.076885051,0.940784521,0.934304114,-0.875088635,0.895315571,4845,1264,2341,5717,3430,17597,bad
559,31,male,1,own,little,moderate,1928,18,furniture/equipment,1515,1255,2571,2382,7723,9680,385,-0.98133676,0.506920438,0.916420545,-0.423340982,0.408636696,9342,4444,1481,2504,9675,27446,bad
560,49,male,2,free,NA,little,2964,24,car,2324,1025,474,836,4659,1465,271,-0.506642271,0.409412072,0.635414357,-0.044826429,0.715483112,6024,4436,2832,4744,13253,31289,good
561,24,male,1,rent,little,little,1546,24,radio/TV,4969,1313,2584,2397,11263,8791,14,0.45292343,0.810878581,0.629820654,-0.440699235,0.122813744,6151,5055,1132,5567,3781,21686,bad
562,29,female,2,own,little,rich,683,6,radio/TV,3636,800,1001,1127,6564,9972,270,0.983619903,0.835825928,0.403210633,-0.239036561,0.7210422,5413,7163,2522,4022,8030,27150,good
563,37,male,2,free,NA,moderate,12389,36,car,2693,416,1236,2175,6520,8802,63,-0.801643801,0.332191033,0.752397882,-0.084588915,0.38449118,5516,4938,1191,6065,13099,30809,bad
564,37,male,3,own,NA,moderate,4712,24,business,723,685,1928,1311,4647,7594,56,-0.197011368,0.693618057,0.531294018,-0.224912076,0.150166768,7386,6241,3048,3489,8716,28880,good
565,23,female,2,rent,moderate,moderate,1553,24,radio/TV,4658,1667,899,1610,8834,4412,224,0.600141937,0.771122816,0.677438071,-0.448560887,0.648831485,4989,2069,1398,1047,12394,21897,good
566,36,male,2,own,little,little,1372,12,car,4425,883,1996,1518,8822,1424,186,-0.591928731,0.654650687,0.428457904,-0.083108591,0.316723434,9701,5917,4231,1898,8002,29749,bad
567,34,male,2,own,rich,NA,2578,24,radio/TV,4500,694,537,840,6571,9447,18,0.110169899,0.151595075,0.731496464,0.116908461,0.448126518,4128,3036,2320,4858,10986,25328,good
568,41,male,2,own,NA,moderate,3979,48,radio/TV,2133,1387,2497,1806,7823,3241,108,0.466142592,0.875883084,0.824471518,-0.700354601,0.172522731,3595,1165,2946,4509,13365,25580,good
569,31,female,2,own,little,little,6758,48,radio/TV,2652,1020,2194,876,6742,7519,29,0.231970901,0.539094553,0.146436257,0.314469191,0.232446926,5984,2782,855,6142,3510,19273,bad
570,23,female,1,rent,little,little,3234,24,furniture/equipment,1010,371,1372,897,3650,3586,387,-0.623950531,0.282472426,0.832929716,-0.115402142,0.368179512,4045,7381,4678,4202,8062,28368,bad
571,38,male,2,own,little,NA,5954,30,radio/TV,884,573,2042,1323,4822,1910,250,-0.289230863,0.425228185,0.540296532,0.034475283,0.180783551,7067,2864,1372,2848,3846,17997,good
572,26,female,3,rent,NA,NA,5433,24,car,904,1643,2285,2291,7123,6688,70,0.567583569,0.03757109,0.844665909,0.117763001,0.919743638,6308,4346,2349,3935,13348,30286,good
573,22,female,1,own,little,little,806,15,business,2500,637,2701,1390,7228,3023,388,0.108453028,0.127866801,0.431301706,0.440831492,0.105442339,6486,5143,4703,2823,3171,22326,good
574,27,male,1,own,little,moderate,1082,9,radio/TV,3256,1689,2428,2144,9517,5401,499,-0.989540773,0.765546751,0.379040485,-0.144587236,0.535474197,6790,2301,3542,6053,3992,22678,good
575,24,female,2,own,little,NA,2788,15,furniture/equipment,2168,1818,2300,1100,7386,4286,428,0.52198152,1.16E-05,0.915060733,0.084927633,0.210922712,8244,6650,3343,5624,13070,36931,good
